unicode,image_path,annotation,group,subgroup,shortcode
1F621,/content/resizeopenmoji128/1F621.png,,0.0,10.0,"['pout', 'rage']"
1F620,/content/resizeopenmoji128/1F620.png,,0.0,10.0,angry
1F92C,/content/resizeopenmoji128/1F92C.png,,0.0,10.0,cursing_face
1F608,/content/resizeopenmoji128/1F608.png,,0.0,10.0,smiling_imp
1F47F,/content/resizeopenmoji128/1F47F.png,,0.0,10.0,imp
1F480,/content/resizeopenmoji128/1F480.png,,0.0,10.0,skull
2620,/content/resizeopenmoji128/2620.png,,0.0,10.0,skull_and_crossbones
1F4A9,/content/resizeopenmoji128/1F4A9.png,,0.0,11.0,"['hankey', 'poop', 'shit']"
1F921,/content/resizeopenmoji128/1F921.png,,0.0,11.0,clown_face
1F479,/content/resizeopenmoji128/1F479.png,,0.0,11.0,japanese_ogre
1F47A,/content/resizeopenmoji128/1F47A.png,,0.0,11.0,japanese_goblin
1F47B,/content/resizeopenmoji128/1F47B.png,,0.0,11.0,ghost
1F47D,/content/resizeopenmoji128/1F47D.png,,0.0,11.0,alien
1F47E,/content/resizeopenmoji128/1F47E.png,,0.0,11.0,space_invader
1F916,/content/resizeopenmoji128/1F916.png,,0.0,11.0,robot
1F63A,/content/resizeopenmoji128/1F63A.png,,0.0,12.0,smiley_cat
1F638,/content/resizeopenmoji128/1F638.png,,0.0,12.0,smile_cat
1F639,/content/resizeopenmoji128/1F639.png,,0.0,12.0,joy_cat
1F63B,/content/resizeopenmoji128/1F63B.png,,0.0,12.0,heart_eyes_cat
1F63C,/content/resizeopenmoji128/1F63C.png,,0.0,12.0,smirk_cat
1F63D,/content/resizeopenmoji128/1F63D.png,,0.0,12.0,kissing_cat
1F640,/content/resizeopenmoji128/1F640.png,,0.0,12.0,scream_cat
1F63F,/content/resizeopenmoji128/1F63F.png,,0.0,12.0,crying_cat_face
1F63E,/content/resizeopenmoji128/1F63E.png,,0.0,12.0,pouting_cat
1F648,/content/resizeopenmoji128/1F648.png,,0.0,13.0,see_no_evil
1F649,/content/resizeopenmoji128/1F649.png,,0.0,13.0,hear_no_evil
1F64A,/content/resizeopenmoji128/1F64A.png,,0.0,13.0,speak_no_evil
1F48C,/content/resizeopenmoji128/1F48C.png,,0.0,14.0,love_letter
1F498,/content/resizeopenmoji128/1F498.png,,0.0,14.0,cupid
1F49D,/content/resizeopenmoji128/1F49D.png,,0.0,14.0,gift_heart
1F496,/content/resizeopenmoji128/1F496.png,,0.0,14.0,sparkling_heart
1F497,/content/resizeopenmoji128/1F497.png,,0.0,14.0,heartpulse
1F493,/content/resizeopenmoji128/1F493.png,,0.0,14.0,heartbeat
1F49E,/content/resizeopenmoji128/1F49E.png,,0.0,14.0,revolving_hearts
1F495,/content/resizeopenmoji128/1F495.png,,0.0,14.0,two_hearts
1F49F,/content/resizeopenmoji128/1F49F.png,,0.0,14.0,heart_decoration
2763,/content/resizeopenmoji128/2763.png,,0.0,14.0,heavy_heart_exclamation
1F494,/content/resizeopenmoji128/1F494.png,,0.0,14.0,broken_heart
2764-FE0F-200D-1F525,/content/resizeopenmoji128/2764-FE0F-200D-1F525.png,,0.0,14.0,heart_on_fire
2764-FE0F-200D-1FA79,/content/resizeopenmoji128/2764-FE0F-200D-1FA79.png,,0.0,14.0,mending_heart
2764,/content/resizeopenmoji128/2764.png,,0.0,14.0,heart
1FA77,/content/resizeopenmoji128/1FA77.png,,0.0,14.0,pink_heart
1F9E1,/content/resizeopenmoji128/1F9E1.png,,0.0,14.0,orange_heart
1F49B,/content/resizeopenmoji128/1F49B.png,,0.0,14.0,yellow_heart
1F49A,/content/resizeopenmoji128/1F49A.png,,0.0,14.0,green_heart
1F499,/content/resizeopenmoji128/1F499.png,,0.0,14.0,blue_heart
1FA75,/content/resizeopenmoji128/1FA75.png,,0.0,14.0,light_blue_heart
1F49C,/content/resizeopenmoji128/1F49C.png,,0.0,14.0,purple_heart
1F90E,/content/resizeopenmoji128/1F90E.png,,0.0,14.0,brown_heart
1F5A4,/content/resizeopenmoji128/1F5A4.png,,0.0,14.0,black_heart
1FA76,/content/resizeopenmoji128/1FA76.png,,0.0,14.0,grey_heart
1F90D,/content/resizeopenmoji128/1F90D.png,,0.0,14.0,white_heart
1F48B,/content/resizeopenmoji128/1F48B.png,,0.0,15.0,kiss
1F4AF,/content/resizeopenmoji128/1F4AF.png,,0.0,15.0,100
1F4A2,/content/resizeopenmoji128/1F4A2.png,,0.0,15.0,anger
1F4A5,/content/resizeopenmoji128/1F4A5.png,,0.0,15.0,"['boom', 'collision']"
1F4AB,/content/resizeopenmoji128/1F4AB.png,,0.0,15.0,dizzy
1F4A6,/content/resizeopenmoji128/1F4A6.png,,0.0,15.0,sweat_drops
1F4A8,/content/resizeopenmoji128/1F4A8.png,,0.0,15.0,dash
1F573,/content/resizeopenmoji128/1F573.png,,0.0,15.0,hole
1F4AC,/content/resizeopenmoji128/1F4AC.png,,0.0,15.0,speech_balloon
1F441-FE0F-200D-1F5E8-FE0F,/content/resizeopenmoji128/1F441-FE0F-200D-1F5E8-FE0F.png,,0.0,15.0,eye_speech_bubble
1F5E8,/content/resizeopenmoji128/1F5E8.png,,0.0,15.0,left_speech_bubble
1F5EF,/content/resizeopenmoji128/1F5EF.png,,0.0,15.0,right_anger_bubble
1F4AD,/content/resizeopenmoji128/1F4AD.png,,0.0,15.0,thought_balloon
1F4A4,/content/resizeopenmoji128/1F4A4.png,,0.0,15.0,zzz
1F44B,/content/resizeopenmoji128/1F44B.png,,1.0,16.0,wave
1F91A,/content/resizeopenmoji128/1F91A.png,,1.0,16.0,raised_back_of_hand
1F590,/content/resizeopenmoji128/1F590.png,,1.0,16.0,raised_hand_with_fingers_splayed
270B,/content/resizeopenmoji128/270B.png,,1.0,16.0,"['hand', 'raised_hand']"
1F596,/content/resizeopenmoji128/1F596.png,,1.0,16.0,vulcan_salute
1FAF1,/content/resizeopenmoji128/1FAF1.png,,1.0,16.0,rightwards_hand
1FAF2,/content/resizeopenmoji128/1FAF2.png,,1.0,16.0,leftwards_hand
1FAF3,/content/resizeopenmoji128/1FAF3.png,,1.0,16.0,palm_down_hand
1FAF4,/content/resizeopenmoji128/1FAF4.png,,1.0,16.0,palm_up_hand
1FAF7,/content/resizeopenmoji128/1FAF7.png,,1.0,16.0,leftwards_pushing_hand
1FAF8,/content/resizeopenmoji128/1FAF8.png,,1.0,16.0,rightwards_pushing_hand
1F44C,/content/resizeopenmoji128/1F44C.png,,1.0,17.0,ok_hand
1F90C,/content/resizeopenmoji128/1F90C.png,,1.0,17.0,pinched_fingers
1F90F,/content/resizeopenmoji128/1F90F.png,,1.0,17.0,pinching_hand
270C,/content/resizeopenmoji128/270C.png,,1.0,17.0,v
1F91E,/content/resizeopenmoji128/1F91E.png,,1.0,17.0,crossed_fingers
1FAF0,/content/resizeopenmoji128/1FAF0.png,,1.0,17.0,hand_with_index_finger_and_thumb_crossed
1F91F,/content/resizeopenmoji128/1F91F.png,,1.0,17.0,love_you_gesture
1F918,/content/resizeopenmoji128/1F918.png,,1.0,17.0,metal
1F919,/content/resizeopenmoji128/1F919.png,,1.0,17.0,call_me_hand
1F448,/content/resizeopenmoji128/1F448.png,,1.0,18.0,point_left
1F449,/content/resizeopenmoji128/1F449.png,,1.0,18.0,point_right
1F446,/content/resizeopenmoji128/1F446.png,,1.0,18.0,point_up_2
1F595,/content/resizeopenmoji128/1F595.png,,1.0,18.0,"['fu', 'middle_finger']"
1F447,/content/resizeopenmoji128/1F447.png,,1.0,18.0,point_down
261D,/content/resizeopenmoji128/261D.png,,1.0,18.0,point_up
1FAF5,/content/resizeopenmoji128/1FAF5.png,,1.0,18.0,index_pointing_at_the_viewer
1F44D,/content/resizeopenmoji128/1F44D.png,,1.0,19.0,"['+1', 'thumbsup']"
1F44E,/content/resizeopenmoji128/1F44E.png,,1.0,19.0,"['-1', 'thumbsdown']"
270A,/content/resizeopenmoji128/270A.png,,1.0,19.0,"['fist', 'fist_raised']"
1F44A,/content/resizeopenmoji128/1F44A.png,,1.0,19.0,"['facepunch', 'fist_oncoming', 'punch']"
1F91B,/content/resizeopenmoji128/1F91B.png,,1.0,19.0,fist_left
1F91C,/content/resizeopenmoji128/1F91C.png,,1.0,19.0,fist_right
1F44F,/content/resizeopenmoji128/1F44F.png,,1.0,20.0,clap
1F64C,/content/resizeopenmoji128/1F64C.png,,1.0,20.0,raised_hands
1FAF6,/content/resizeopenmoji128/1FAF6.png,,1.0,20.0,heart_hands
1F450,/content/resizeopenmoji128/1F450.png,,1.0,20.0,open_hands
1F932,/content/resizeopenmoji128/1F932.png,,1.0,20.0,palms_up_together
1F91D,/content/resizeopenmoji128/1F91D.png,,1.0,20.0,handshake
1F64F,/content/resizeopenmoji128/1F64F.png,,1.0,20.0,pray
270D,/content/resizeopenmoji128/270D.png,,1.0,21.0,writing_hand
1F485,/content/resizeopenmoji128/1F485.png,,1.0,21.0,nail_care
1F933,/content/resizeopenmoji128/1F933.png,,1.0,21.0,selfie
1F4AA,/content/resizeopenmoji128/1F4AA.png,,1.0,22.0,muscle
1F9BE,/content/resizeopenmoji128/1F9BE.png,,1.0,22.0,mechanical_arm
1F9BF,/content/resizeopenmoji128/1F9BF.png,,1.0,22.0,mechanical_leg
1F9B5,/content/resizeopenmoji128/1F9B5.png,,1.0,22.0,leg
1F9B6,/content/resizeopenmoji128/1F9B6.png,,1.0,22.0,foot
1F442,/content/resizeopenmoji128/1F442.png,,1.0,22.0,ear
1F9BB,/content/resizeopenmoji128/1F9BB.png,,1.0,22.0,ear_with_hearing_aid
1F443,/content/resizeopenmoji128/1F443.png,,1.0,22.0,nose
1F9E0,/content/resizeopenmoji128/1F9E0.png,,1.0,22.0,brain
1FAC0,/content/resizeopenmoji128/1FAC0.png,,1.0,22.0,anatomical_heart
1FAC1,/content/resizeopenmoji128/1FAC1.png,,1.0,22.0,lungs
1F9B7,/content/resizeopenmoji128/1F9B7.png,,1.0,22.0,tooth
1F9B4,/content/resizeopenmoji128/1F9B4.png,,1.0,22.0,bone
1F440,/content/resizeopenmoji128/1F440.png,,1.0,22.0,eyes
1F441,/content/resizeopenmoji128/1F441.png,,1.0,22.0,eye
1F445,/content/resizeopenmoji128/1F445.png,,1.0,22.0,tongue
1F444,/content/resizeopenmoji128/1F444.png,,1.0,22.0,lips
1FAE6,/content/resizeopenmoji128/1FAE6.png,,1.0,22.0,biting_lip
1F476,/content/resizeopenmoji128/1F476.png,,1.0,23.0,baby
1F9D2,/content/resizeopenmoji128/1F9D2.png,,1.0,23.0,child
1F466,/content/resizeopenmoji128/1F466.png,,1.0,23.0,boy
1F467,/content/resizeopenmoji128/1F467.png,,1.0,23.0,girl
1F9D1,/content/resizeopenmoji128/1F9D1.png,,1.0,23.0,adult
1F471,/content/resizeopenmoji128/1F471.png,,1.0,23.0,blond_haired_person
1F468,/content/resizeopenmoji128/1F468.png,,1.0,23.0,man
1F9D4,/content/resizeopenmoji128/1F9D4.png,,1.0,23.0,bearded_person
1F9D4-200D-2642-FE0F,/content/resizeopenmoji128/1F9D4-200D-2642-FE0F.png,,1.0,23.0,man_beard
1F9D4-200D-2640-FE0F,/content/resizeopenmoji128/1F9D4-200D-2640-FE0F.png,,1.0,23.0,woman_beard
1F468-200D-1F9B0,/content/resizeopenmoji128/1F468-200D-1F9B0.png,,1.0,23.0,red_haired_man
1F468-200D-1F9B1,/content/resizeopenmoji128/1F468-200D-1F9B1.png,,1.0,23.0,curly_haired_man
1F468-200D-1F9B3,/content/resizeopenmoji128/1F468-200D-1F9B3.png,,1.0,23.0,white_haired_man
1F468-200D-1F9B2,/content/resizeopenmoji128/1F468-200D-1F9B2.png,,1.0,23.0,bald_man
1F469,/content/resizeopenmoji128/1F469.png,,1.0,23.0,woman
1F469-200D-1F9B0,/content/resizeopenmoji128/1F469-200D-1F9B0.png,,1.0,23.0,red_haired_woman
1F9D1-200D-1F9B0,/content/resizeopenmoji128/1F9D1-200D-1F9B0.png,,1.0,23.0,person_red_hair
1F469-200D-1F9B1,/content/resizeopenmoji128/1F469-200D-1F9B1.png,,1.0,23.0,curly_haired_woman
1F9D1-200D-1F9B1,/content/resizeopenmoji128/1F9D1-200D-1F9B1.png,,1.0,23.0,person_curly_hair
1F469-200D-1F9B3,/content/resizeopenmoji128/1F469-200D-1F9B3.png,,1.0,23.0,white_haired_woman
1F9D1-200D-1F9B3,/content/resizeopenmoji128/1F9D1-200D-1F9B3.png,,1.0,23.0,person_white_hair
1F469-200D-1F9B2,/content/resizeopenmoji128/1F469-200D-1F9B2.png,,1.0,23.0,bald_woman
1F9D1-200D-1F9B2,/content/resizeopenmoji128/1F9D1-200D-1F9B2.png,,1.0,23.0,person_bald
1F471-200D-2640-FE0F,/content/resizeopenmoji128/1F471-200D-2640-FE0F.png,,1.0,23.0,"['blond_haired_woman', 'blonde_woman']"
1F471-200D-2642-FE0F,/content/resizeopenmoji128/1F471-200D-2642-FE0F.png,,1.0,23.0,blond_haired_man
1F9D3,/content/resizeopenmoji128/1F9D3.png,,1.0,23.0,older_adult
1F474,/content/resizeopenmoji128/1F474.png,,1.0,23.0,older_man
1F475,/content/resizeopenmoji128/1F475.png,,1.0,23.0,older_woman
1F64D,/content/resizeopenmoji128/1F64D.png,,1.0,24.0,frowning_person
1F64D-200D-2642-FE0F,/content/resizeopenmoji128/1F64D-200D-2642-FE0F.png,,1.0,24.0,frowning_man
1F64D-200D-2640-FE0F,/content/resizeopenmoji128/1F64D-200D-2640-FE0F.png,,1.0,24.0,frowning_woman
1F64E,/content/resizeopenmoji128/1F64E.png,,1.0,24.0,pouting_face
1F64E-200D-2642-FE0F,/content/resizeopenmoji128/1F64E-200D-2642-FE0F.png,,1.0,24.0,pouting_man
1F64E-200D-2640-FE0F,/content/resizeopenmoji128/1F64E-200D-2640-FE0F.png,,1.0,24.0,pouting_woman
1F645,/content/resizeopenmoji128/1F645.png,,1.0,24.0,no_good
1F645-200D-2642-FE0F,/content/resizeopenmoji128/1F645-200D-2642-FE0F.png,,1.0,24.0,"['ng_man', 'no_good_man']"
1F645-200D-2640-FE0F,/content/resizeopenmoji128/1F645-200D-2640-FE0F.png,,1.0,24.0,"['ng_woman', 'no_good_woman']"
1F646,/content/resizeopenmoji128/1F646.png,,1.0,24.0,ok_person
1F646-200D-2642-FE0F,/content/resizeopenmoji128/1F646-200D-2642-FE0F.png,,1.0,24.0,ok_man
1F646-200D-2640-FE0F,/content/resizeopenmoji128/1F646-200D-2640-FE0F.png,,1.0,24.0,ok_woman
1F481,/content/resizeopenmoji128/1F481.png,,1.0,24.0,"['information_desk_person', 'tipping_hand_person']"
1F481-200D-2642-FE0F,/content/resizeopenmoji128/1F481-200D-2642-FE0F.png,,1.0,24.0,"['sassy_man', 'tipping_hand_man']"
1F481-200D-2640-FE0F,/content/resizeopenmoji128/1F481-200D-2640-FE0F.png,,1.0,24.0,"['sassy_woman', 'tipping_hand_woman']"
1F64B,/content/resizeopenmoji128/1F64B.png,,1.0,24.0,raising_hand
1F64B-200D-2642-FE0F,/content/resizeopenmoji128/1F64B-200D-2642-FE0F.png,,1.0,24.0,raising_hand_man
1F64B-200D-2640-FE0F,/content/resizeopenmoji128/1F64B-200D-2640-FE0F.png,,1.0,24.0,raising_hand_woman
1F9CF,/content/resizeopenmoji128/1F9CF.png,,1.0,24.0,deaf_person
1F9CF-200D-2642-FE0F,/content/resizeopenmoji128/1F9CF-200D-2642-FE0F.png,,1.0,24.0,deaf_man
1F9CF-200D-2640-FE0F,/content/resizeopenmoji128/1F9CF-200D-2640-FE0F.png,,1.0,24.0,deaf_woman
1F647,/content/resizeopenmoji128/1F647.png,,1.0,24.0,bow
1F647-200D-2642-FE0F,/content/resizeopenmoji128/1F647-200D-2642-FE0F.png,,1.0,24.0,bowing_man
1F647-200D-2640-FE0F,/content/resizeopenmoji128/1F647-200D-2640-FE0F.png,,1.0,24.0,bowing_woman
1F926,/content/resizeopenmoji128/1F926.png,,1.0,24.0,facepalm
1F926-200D-2642-FE0F,/content/resizeopenmoji128/1F926-200D-2642-FE0F.png,,1.0,24.0,man_facepalming
1F926-200D-2640-FE0F,/content/resizeopenmoji128/1F926-200D-2640-FE0F.png,,1.0,24.0,woman_facepalming
1F937,/content/resizeopenmoji128/1F937.png,,1.0,24.0,shrug
1F937-200D-2642-FE0F,/content/resizeopenmoji128/1F937-200D-2642-FE0F.png,,1.0,24.0,man_shrugging
1F937-200D-2640-FE0F,/content/resizeopenmoji128/1F937-200D-2640-FE0F.png,,1.0,24.0,woman_shrugging
1F9D1-200D-2695-FE0F,/content/resizeopenmoji128/1F9D1-200D-2695-FE0F.png,,1.0,25.0,health_worker
1F468-200D-2695-FE0F,/content/resizeopenmoji128/1F468-200D-2695-FE0F.png,,1.0,25.0,man_health_worker
1F469-200D-2695-FE0F,/content/resizeopenmoji128/1F469-200D-2695-FE0F.png,,1.0,25.0,woman_health_worker
1F9D1-200D-1F393,/content/resizeopenmoji128/1F9D1-200D-1F393.png,,1.0,25.0,student
1F468-200D-1F393,/content/resizeopenmoji128/1F468-200D-1F393.png,,1.0,25.0,man_student
1F469-200D-1F393,/content/resizeopenmoji128/1F469-200D-1F393.png,,1.0,25.0,woman_student
1F9D1-200D-1F3EB,/content/resizeopenmoji128/1F9D1-200D-1F3EB.png,,1.0,25.0,teacher
1F468-200D-1F3EB,/content/resizeopenmoji128/1F468-200D-1F3EB.png,,1.0,25.0,man_teacher
1F469-200D-1F3EB,/content/resizeopenmoji128/1F469-200D-1F3EB.png,,1.0,25.0,woman_teacher
1F9D1-200D-2696-FE0F,/content/resizeopenmoji128/1F9D1-200D-2696-FE0F.png,,1.0,25.0,judge
1F468-200D-2696-FE0F,/content/resizeopenmoji128/1F468-200D-2696-FE0F.png,,1.0,25.0,man_judge
1F469-200D-2696-FE0F,/content/resizeopenmoji128/1F469-200D-2696-FE0F.png,,1.0,25.0,woman_judge
